group,variable,value
507,529.268,2.226
507,529.634,2.148
507,530,1.953
507.5,530,1.523
507.5,529.643,1.328
507.5,529.286,1.328
507.5,528.929,1.133
507.5,528.571,1.133
507.5,528.214,1.484
507.5,527.857,-1.563
507.5,527.5,0.508
507.5,527.143,1.094
507.5,526.786,1.836
507.5,526.429,1.211
507.5,526.071,1.68
507.5,525.714,1.992
507.5,525.357,2.07
507.5,525,1.562
507.5,524.643,2.851
507.5,524.286,2.539
507.5,523.929,3.164
507.5,523.571,2.773
507.5,523.214,2.305
507.5,522.857,2.539
507.5,522.5,3.242
507.5,522.143,4.57
507.5,521.786,-0.742
507.5,521.429,1.445
507.5,521.071,1.758
507.5,520.714,1.719
507.5,520.357,1.68
507.5,520,1.211
507.5,519.643,1.484
507.5,519.286,1.523
507.5,518.929,1.523
507.5,518.571,1.484
507.5,518.214,1.719
507.5,517.857,0.898
507.5,517.5,-27.188
507.5,517.143,-9.531
507.5,516.786,-2.969
507.5,516.429,-0.43
507.5,516.071,0.781
507.5,515.714,1.289
507.5,515.357,1.484
507.5,515,1.758
507.5,514.643,2.07
507.5,514.286,2.148
507.5,513.929,2.617
507.5,513.571,2.851
507.5,513.214,2.891
507.5,512.857,3.32
507.5,512.5,3.437
507.5,512.143,3.203
507.5,511.786,3.047
507.5,511.429,2.969
507.5,511.071,2.5
507.5,510.714,2.344
507.5,510.357,2.109
507.5,510,1.641
507.5,509.643,-3.789
507.5,509.286,-1.133
507.5,508.929,-6.289
507.5,508.571,-5.742
507.5,508.214,-0.938
507.5,507.857,0.703
507.5,507.5,1.211
507.5,507.143,1.641
507.5,506.786,0.703
507.5,506.429,1.641
507.5,506.071,1.719
507.5,505.714,2.109
507.5,505.357,1.758
507.5,505,2.031
507.5,504.643,2.226
507.5,504.286,1.953
507.5,503.929,1.875
507.5,503.571,2.266
507.5,503.214,2.109
507.5,502.857,1.992
507.5,502.5,2.07
507.5,502.143,1.953
507.5,501.786,1.992
507.5,501.429,2.344
507.5,501.071,2.617
507.5,500.714,2.383
507.5,500.357,2.891
507.5,500,2.93
508,500,2.226
508,500.357,2.891
508,500.714,3.828
508,501.071,3.32
508,501.429,2.734
508,501.786,2.422
508,502.143,2.734
508,502.5,0.976
508,502.857,2.851
508,503.214,3.476
508,503.571,3.125
508,503.929,3.164
508,504.286,3.359
508,504.643,3.203
508,505,2.93
508,505.357,2.617
508,505.714,2.383
508,506.071,2.539
508,506.429,2.422
508,506.786,2.656
508,507.143,2.148
508,507.5,2.656
508,507.857,3.281
508,508.214,2.812
508,508.571,2.773
508,508.929,1.367
508,509.286,1.055
508,509.643,1.367
508,510,1.484
508,510.357,1.914
508,510.714,1.406
508,511.071,1.445
508,511.429,2.422
508,511.786,2.187
508,512.143,2.226
508,512.5,2.305
508,512.857,2.851
508,513.214,2.969
508,513.571,3.008
508,513.929,3.203
508,514.286,2.969
508,514.643,2.656
508,515,2.305
508,515.357,2.07
508,515.714,1.719
508,516.071,2.07
508,516.429,1.797
508,516.786,1.484
508,517.143,1.523
508,517.5,1.601
508,517.857,1.406
508,518.214,1.68
508,518.571,1.133
508,518.929,1.25
508,519.286,2.148
508,519.643,2.109
508,520,0.898
508,520.357,-14.336
508,520.714,-5.703
508,521.071,-1.328
508,521.429,0.078
508,521.786,0.391
508,522.143,1.484
508,522.5,-0.039
508,522.857,-2.93
508,523.214,0.312
508,523.571,1.133
508,523.929,2.07
508,524.286,-0.469
508,524.643,0.664
508,525,-1.406
508,525.357,0.781
508,525.714,1.758
508,526.071,2.07
508,526.429,1.758
508,526.786,1.562
508,527.143,1.601
508,527.5,1.875
508,527.857,1.758
508,528.214,1.601
508,528.571,1.641
508,528.929,1.992
508,529.286,2.109
508,529.643,2.07
508,530,1.68
508.5,530,1.992
508.5,529.63,1.406
508.5,529.259,1.094
508.5,528.889,1.016
508.5,528.519,1.25
508.5,528.148,1.133
508.5,527.778,1.289
508.5,527.407,1.367
508.5,527.037,1.719
508.5,526.667,0.195
508.5,526.296,2.148
508.5,525.926,1.484
508.5,525.556,1.172
508.5,525.185,1.367
508.5,524.815,1.797
508.5,524.444,2.266
508.5,524.074,1.797
508.5,523.704,1.875
508.5,523.333,1.914
508.5,522.963,1.992
508.5,522.593,1.797
508.5,522.222,0.781
508.5,521.852,-2.031
508.5,521.481,-0.899
508.5,521.111,-0.508
508.5,520.741,-0.703
508.5,520.37,1.25
508.5,520,3.672
508.5,519.63,2.383
508.5,519.259,-2.461
508.5,518.889,-3.32
508.5,518.519,0.117
508.5,518.148,1.367
508.5,517.778,1.68
508.5,517.407,2.031
508.5,517.037,1.953
508.5,516.667,1.992
508.5,516.296,1.875
508.5,515.926,2.031
508.5,515.556,1.875
508.5,515.185,1.836
508.5,514.815,1.914
508.5,514.444,1.992
508.5,514.074,1.992
508.5,513.704,2.5
508.5,513.333,3.008
508.5,512.963,3.281
508.5,512.593,2.969
508.5,512.222,2.851
508.5,511.852,2.812
508.5,511.481,2.617
508.5,511.111,1.875
508.5,510.741,1.719
508.5,510.37,2.109
508.5,510,-3.164
508.5,509.63,-0.508
508.5,509.259,1.016
508.5,508.889,1.211
508.5,508.519,1.797
508.5,508.148,0.664
508.5,507.778,0.742
508.5,507.407,1.758
508.5,507.037,2.422
508.5,506.667,4.062
508.5,506.296,3.789
508.5,505.926,1.445
508.5,505.556,1.836
508.5,505.185,2.344
508.5,504.815,2.539
508.5,504.444,2.461
508.5,504.074,1.992
508.5,503.704,2.461
508.5,503.333,2.734
508.5,502.963,2.851
508.5,502.593,2.656
508.5,502.222,2.695
508.5,501.852,3.555
508.5,501.481,4.414
508.5,501.111,-1.406
508.5,500.741,-0.664
508.5,500.37,0.625
508.5,500,2.148
509,500,1.562
509,500.357,2.031
509,500.714,1.641
509,501.071,1.641
509,501.429,1.914
509,501.786,1.211
509,502.143,1.562
509,502.5,1.758
509,502.857,1.836
509,503.214,2.109
509,503.571,2.578
509,503.929,2.851
509,504.286,2.93
509,504.643,2.851
509,505,2.773
509,505.357,2.578
509,505.714,3.203
509,506.071,2.578
509,506.429,2.617
509,506.786,3.203
509,507.143,2.851
509,507.5,2.851
509,507.857,2.305
509,508.214,1.601
509,508.571,1.367
509,508.929,1.484
509,509.286,0.898
509,509.643,1.25
509,510,1.328
509,510.357,1.055
509,510.714,1.68
509,511.071,1.641
509,511.429,1.797
509,511.786,1.914
509,512.143,2.07
509,512.5,1.562
509,512.857,2.109
509,513.214,2.461
509,513.571,2.461
509,513.929,2.578
509,514.286,2.109
509,514.643,1.836
509,515,1.484
509,515.357,1.719
509,515.714,1.601
509,516.071,1.68
509,516.429,0.508
509,516.786,0.078
509,517.143,0.703
509,517.5,1.172
509,517.857,1.797
509,518.214,0.312
509,518.571,-0.82
509,518.929,0.664
509,519.286,1.562
509,519.643,-1.875
509,520,0.43
509,520.357,1.328
509,520.714,1.758
509,521.071,2.109
509,521.429,1.992
509,521.786,1.445
509,522.143,0.117
509,522.5,1.133
509,522.857,1.484
509,523.214,1.68
509,523.571,1.68
509,523.929,1.836
509,524.286,2.109
509,524.643,2.305
509,525,2.422
509,525.357,2.031
509,525.714,1.211
509,526.071,1.758
509,526.429,1.484
509,526.786,1.172
509,527.143,2.266
509,527.5,0.742
509,527.857,-0.274
509,528.214,0.976
509,528.571,1.484
509,528.929,1.562
509,529.286,1.68
509,529.643,1.172
509,530,1.25
509.5,530,1.719
509.5,529.634,1.68
509.5,529.268,1.328
509.5,528.902,1.211
509.5,528.537,1.133
509.5,528.171,1.133
509.5,527.805,1.211
509.5,527.439,1.172
509.5,527.073,1.758
509.5,526.707,1.562
509.5,526.341,1.719
509.5,525.976,1.523
509.5,525.61,1.641
509.5,525.244,1.758
509.5,524.878,1.992
509.5,524.512,1.68
509.5,524.146,1.484
509.5,523.78,1.758
509.5,523.415,1.68
509.5,523.049,1.445
509.5,522.683,2.187
509.5,522.317,0.43
509.5,521.951,-0.664
509.5,521.585,1.172
509.5,521.22,1.328
509.5,520.854,1.445
509.5,520.488,1.484
509.5,520.122,1.641
509.5,519.756,1.758
509.5,519.39,1.406
509.5,519.024,1.328
509.5,518.659,1.523
509.5,518.293,1.172
509.5,517.927,1.68
509.5,517.561,2.383
509.5,517.195,2.5
509.5,516.829,2.148
509.5,516.463,-1.524
509.5,516.098,-7.695
509.5,515.732,-6.328
509.5,515.366,-1.563
509.5,515,0.508
509.5,514.634,1.445
509.5,514.268,1.406
509.5,513.902,1.523
509.5,513.537,2.422
509.5,513.171,3.32
509.5,512.805,5.351
509.5,512.439,5.898
509.5,512.073,4.453
509.5,511.707,3.164
509.5,511.341,2.344
509.5,510.976,1.953
509.5,510.61,2.07
509.5,510.244,1.836
509.5,509.878,1.406
509.5,509.512,1.523
509.5,509.146,1.25
509.5,508.78,1.562
509.5,508.415,2.07
509.5,508.049,1.719
509.5,507.683,1.719
509.5,507.317,1.367
509.5,506.951,2.07
509.5,506.585,2.812
509.5,506.22,4.258
509.5,505.854,5.078
509.5,505.488,4.101
509.5,505.122,3.516
509.5,504.756,2.148
509.5,504.39,2.344
509.5,504.024,2.109
509.5,503.659,2.422
509.5,503.293,2.617
509.5,502.927,2.578
509.5,502.561,2.851
509.5,502.195,2.773
509.5,501.829,2.539
509.5,501.463,2.383
509.5,501.098,2.148
509.5,500.732,2.187
509.5,500.366,2.187
509.5,500,2.148
510,500,1.445
510,500.714,1.25
510,501.429,1.328
510,502.143,1.367
510,502.857,1.406
510,503.571,1.484
510,504.286,1.758
510,505,2.109
510,505.714,2.031
510,506.429,1.484
510,507.143,1.016
510,507.857,1.797
510,508.571,1.641
510,509.286,0.703
510,510,1.367
510,510.714,1.523
510,511.429,1.523
510,512.143,1.523
510,512.857,1.484
510,513.571,1.641
510,514.286,2.031
510,515,1.797
510,515.714,1.484
510,516.429,1.289
510,517.143,1.445
510,517.857,1.562
510,518.571,2.226
510,519.286,1.875
510,520,1.094
510,520.714,0.82
510,521.429,1.641
510,522.143,1.484
510,522.857,1.68
510,523.571,1.797
510,524.286,1.406
510,525,1.719
510,525.714,3.867
510,526.429,11.914
510,527.143,-197.227
510,527.857,-180.078
510,528.571,-63.789
510,529.286,-26.133
510,530,-10.82
510.5,515,11.719
510.5,514.762,9.961
510.5,514.524,6.055
510.5,514.286,4.062
510.5,514.048,5.586
510.5,513.81,16.133
510.5,513.571,-8.633
510.5,513.333,-3.477
510.5,513.095,7.305
510.5,512.857,4.961
510.5,512.619,3.32
510.5,512.381,2.031
510.5,512.143,1.601
510.5,511.905,1.797
510.5,511.667,2.109
510.5,511.429,-8.906
510.5,511.19,-6.524
510.5,510.952,-2.305
510.5,510.714,0.508
510.5,510.476,1.094
510.5,510.238,1.328
510.5,510,1.601
510.5,509.762,1.445
510.5,509.524,1.836
510.5,509.286,2.031
510.5,509.048,1.719
510.5,508.81,1.719
510.5,508.571,1.758
510.5,508.333,1.992
510.5,508.095,1.797
510.5,507.857,-3.867
510.5,507.619,-15.625
510.5,507.381,-6.484
510.5,507.143,-1.797
510.5,506.905,0.351
510.5,506.667,1.523
510.5,506.429,2.148
510.5,506.19,2.148
510.5,505.952,2.461
510.5,505.714,2.578
510.5,505.476,2.187
510.5,505.238,2.109
510.5,505,1.797
511,505,-0.039
511,505.244,0.508
511,505.488,1.25
511,505.732,1.484
511,505.976,2.031
511,506.22,0.117
511,506.463,1.484
511,506.707,2.226
511,506.951,1.719
511,507.195,2.031
511,507.439,1.641
511,507.683,1.68
511,507.927,1.797
511,508.171,1.953
511,508.415,2.226
511,508.659,2.266
511,508.902,1.797
511,509.146,2.148
511,509.39,1.562
511,509.634,1.68
511,509.878,1.484
511,510.122,0.781
511,510.366,1.25
511,510.61,0.664
511,510.854,1.68
511,511.098,1.836
511,511.341,2.148
511,511.585,2.344
511,511.829,2.187
511,512.073,2.266
511,512.317,2.031
511,512.561,1.484
511,512.805,1.523
511,513.049,1.68
511,513.293,1.68
511,513.537,1.68
511,513.78,2.344
511,514.024,3.633
511,514.268,3.672
511,514.512,3.125
511,514.756,2.422
511,515,2.109
511.5,515,1.289
511.5,514.75,1.211
511.5,514.5,1.367
511.5,514.25,1.484
511.5,514,1.68
511.5,513.75,1.68
511.5,513.5,1.406
511.5,513.25,1.406
511.5,513,1.172
511.5,512.75,1.328
511.5,512.5,1.211
511.5,512.25,1.25
511.5,512,1.406
511.5,511.75,1.484
511.5,511.5,1.523
511.5,511.25,1.445
511.5,511,1.641
511.5,510.75,1.68
511.5,510.5,1.406
511.5,510.25,1.406
511.5,510,1.484
511.5,509.75,1.719
511.5,509.5,1.562
511.5,509.25,1.68
511.5,509,2.305
511.5,508.75,2.851
511.5,508.5,2.93
511.5,508.25,3.164
511.5,508,2.539
511.5,507.75,2.344
511.5,507.5,1.836
511.5,507.25,1.758
511.5,507,1.719
511.5,506.75,2.109
511.5,506.5,2.383
511.5,506.25,2.226
511.5,506,2.226
511.5,505.75,2.383
511.5,505.5,2.07
511.5,505.25,1.719
511.5,505,1.68
512,505,1.914
512,505.25,1.875
512,505.5,1.719
512,505.75,1.523
512,506,1.601
512,506.25,1.836
512,506.5,1.758
512,506.75,1.914
512,507,2.148
512,507.25,2.187
512,507.5,2.109
512,507.75,2.031
512,508,2.187
512,508.25,2.031
512,508.5,1.758
512,508.75,1.641
512,509,2.148
512,509.25,1.328
512,509.5,2.266
512,509.75,0.937
512,510,1.992
512,510.25,1.797
512,510.5,1.836
512,510.75,1.875
512,511,2.109
512,511.25,2.109
512,511.5,1.836
512,511.75,1.758
512,512,1.367
512,512.25,0.547
512,512.5,1.328
512,512.75,1.836
512,513,1.445
512,513.25,1.445
512,513.5,1.367
512,513.75,1.289
512,514,1.172
512,514.25,1.328
512,514.5,1.328
512,514.75,1.445
512,515,1.289
512.5,515,1.484
512.5,514.756,1.562
512.5,514.512,1.211
512.5,514.268,0.937
512.5,514.024,1.133
512.5,513.78,0.898
512.5,513.537,0.859
512.5,513.293,1.055
512.5,513.049,1.055
512.5,512.805,0.781
512.5,512.561,0.859
512.5,512.317,1.094
512.5,512.073,1.523
512.5,511.829,1.601
512.5,511.585,1.406
512.5,511.341,1.367
512.5,511.098,1.68
512.5,510.854,1.836
512.5,510.61,2.266
512.5,510.366,-2.07
512.5,510.122,0.43
512.5,509.878,1.484
512.5,509.634,1.641
512.5,509.39,0.625
512.5,509.146,1.758
512.5,508.902,1.719
512.5,508.659,1.992
512.5,508.415,1.797
512.5,508.171,1.562
512.5,507.927,1.601
512.5,507.683,1.836
512.5,507.439,2.187
512.5,507.195,2.851
512.5,506.951,2.734
512.5,506.707,2.422
512.5,506.463,1.992
512.5,506.22,1.328
512.5,505.976,1.68
512.5,505.732,1.719
512.5,505.488,1.68
512.5,505.244,1.601
512.5,505,1.523
513,505,1.211
513,505.244,1.367
513,505.488,1.484
513,505.732,1.406
513,505.976,1.406
513,506.22,1.328
513,506.463,1.211
513,506.707,1.641
513,506.951,1.719
513,507.195,1.875
513,507.439,2.383
513,507.683,4.062
513,507.927,3.945
513,508.171,3.008
513,508.415,2.383
513,508.659,2.148
513,508.902,1.562
513,509.146,1.406
513,509.39,1.172
513,509.634,0.742
513,509.878,1.211
513,510.122,1.172
513,510.366,1.055
513,510.61,0.937
513,510.854,1.328
513,511.098,1.445
513,511.341,1.016
513,511.585,1.211
513,511.829,1.094
513,512.073,1.133
513,512.317,1.641
513,512.561,1.797
513,512.805,1.601
513,513.049,1.328
513,513.293,1.25
513,513.537,1.25
513,513.78,0.937
513,514.024,0.976
513,514.268,1.133
513,514.512,1.211
513,514.756,1.055
513,515,1.094
513.5,515,-4.18
513.5,514.762,-7.422
513.5,514.524,-1.797
513.5,514.286,0.078
513.5,514.048,0.625
513.5,513.81,0.898
513.5,513.571,0.703
513.5,513.333,0.859
513.5,513.095,1.133
513.5,512.857,0.937
513.5,512.619,0.703
513.5,512.381,0.976
513.5,512.143,1.172
513.5,511.905,1.406
513.5,511.667,1.289
513.5,511.429,1.601
513.5,511.19,1.289
513.5,510.952,1.523
513.5,510.714,1.797
513.5,510.476,1.289
513.5,510.238,1.523
513.5,510,1.445
513.5,509.762,1.484
513.5,509.524,1.25
513.5,509.286,1.562
513.5,509.048,0.859
513.5,508.81,1.601
513.5,508.571,0.156
513.5,508.333,0.742
513.5,508.095,1.289
513.5,507.857,1.562
513.5,507.619,2.5
513.5,507.381,1.914
513.5,507.143,1.406
513.5,506.905,2.734
513.5,506.667,2.461
513.5,506.429,2.109
513.5,506.19,2.109
513.5,505.952,2.5
513.5,505.714,1.914
513.5,505.476,1.367
513.5,505.238,1.562
513.5,505,1.601
514,505,0.039
514,505.238,-1.719
514,505.476,-0.195
514,505.714,1.133
514,505.952,2.461
514,506.19,2.773
514,506.429,2.812
514,506.667,2.578
514,506.905,2.851
514,507.143,2.812
514,507.381,3.398
514,507.619,3.164
514,507.857,2.617
514,508.095,2.812
514,508.333,2.07
514,508.571,1.719
514,508.81,1.758
514,509.048,2.031
514,509.286,1.523
514,509.524,2.031
514,509.762,1.68
514,510,1.641
514,510.238,1.523
514,510.476,0.976
514,510.714,1.133
514,510.952,1.758
514,511.19,1.641
514,511.429,1.875
514,511.667,2.031
514,511.905,1.328
514,512.143,1.445
514,512.381,1.328
514,512.619,1.523
514,512.857,1.328
514,513.095,1.211
514,513.333,1.523
514,513.571,1.484
514,513.81,1.172
514,514.048,1.25
514,514.286,1.562
514,514.524,2.031
514,514.762,2.305
514,515,2.734
514.5,515,3.203
514.5,514.762,2.07
514.5,514.524,0.508
514.5,514.286,1.211
514.5,514.048,-2.188
514.5,513.81,-2.422
514.5,513.571,1.25
514.5,513.333,0.742
514.5,513.095,1.289
514.5,512.857,1.211
514.5,512.619,1.25
514.5,512.381,1.055
514.5,512.143,1.211
514.5,511.905,1.328
514.5,511.667,1.016
514.5,511.429,1.211
514.5,511.19,1.25
514.5,510.952,1.289
514.5,510.714,1.25
514.5,510.476,1.523
514.5,510.238,1.68
514.5,510,1.172
514.5,509.762,1.719
514.5,509.524,0.234
514.5,509.286,0.937
514.5,509.048,1.523
514.5,508.81,1.68
514.5,508.571,1.445
514.5,508.333,1.797
514.5,508.095,1.758
514.5,507.857,1.641
514.5,507.619,1.562
514.5,507.381,1.992
514.5,507.143,-6.836
514.5,506.905,-7.656
514.5,506.667,-1.68
514.5,506.429,-12.774
514.5,506.19,-8.984
514.5,505.952,-2.813
514.5,505.714,-0.547
514.5,505.476,0.976
514.5,505.238,2.07
514.5,505,2.617
515,505,2.5
515,505.244,2.461
515,505.488,2.148
515,505.732,1.992
515,505.976,1.641
515,506.22,1.445
515,506.463,1.68
515,506.707,1.953
515,506.951,2.109
515,507.195,2.148
515,507.439,2.461
515,507.683,2.461
515,507.927,2.539
515,508.171,2.344
515,508.415,1.797
515,508.659,0.664
515,508.902,1.289
515,509.146,0.937
515,509.39,1.133
515,509.634,1.211
515,509.878,1.484
515,510.122,1.719
515,510.366,1.484
515,510.61,1.484
515,510.854,1.484
515,511.098,1.172
515,511.341,1.406
515,511.585,1.289
515,511.829,1.25
515,512.073,1.25
515,512.317,1.094
515,512.561,1.406
515,512.805,1.211
515,513.049,1.094
515,513.293,1.172
515,513.537,1.562
515,513.78,1.797
515,514.024,3.984
515,514.268,-7.227
515,514.512,-6.953
515,514.756,-0.195
515,515,1.992
515.5,515,2.07
515.5,514.615,3.476
515.5,514.231,-6.914
515.5,513.846,-5.195
515.5,513.462,0.156
515.5,513.077,1.914
515.5,512.692,1.719
515.5,512.308,1.719
515.5,511.923,1.562
515.5,511.538,1.406
515.5,511.154,1.25
515.5,510.769,1.562
515.5,510.385,1.133
515.5,510,-0.078
515.5,509.615,0.195
515.5,509.231,0.742
515.5,508.846,1.25
515.5,508.462,1.484
515.5,508.077,1.172
515.5,507.692,1.094
515.5,507.308,1.484
515.5,506.923,1.797
515.5,506.538,1.484
515.5,506.154,1.758
515.5,505.769,1.328
515.5,505.385,1.367
515.5,505,1.445
516,505,-9.492
516,505.357,-2.422
516,505.714,0.547
516,506.071,1.016
516,506.429,1.875
516,506.786,2.734
516,507.143,2.773
516,507.5,0.469
516,507.857,0.508
516,508.214,0.781
516,508.571,1.094
516,508.929,1.328
516,509.286,1.523
516,509.643,1.25
516,510,-0.039
516,510.357,-0.274
516,510.714,1.094
516,511.071,1.328
516,511.429,1.562
516,511.786,1.172
516,512.143,1.484
516,512.5,1.523
516,512.857,1.445
516,513.214,1.211
516,513.571,1.367
516,513.929,1.562
516,514.286,1.719
516,514.643,1.875
516,515,-0.899
516.5,515,2.812
516.5,514.615,-3.164
516.5,514.231,-5.742
516.5,513.846,-1.133
516.5,513.462,0.156
516.5,513.077,1.055
516.5,512.692,-2.383
516.5,512.308,-1.328
516.5,511.923,0.391
516.5,511.538,0.898
516.5,511.154,1.367
516.5,510.769,1.484
516.5,510.385,1.406
516.5,510,1.406
516.5,509.615,1.484
516.5,509.231,1.562
516.5,508.846,1.914
516.5,508.462,1.992
516.5,508.077,1.875
516.5,507.692,1.914
516.5,507.308,1.328
516.5,506.923,2.07
516.5,506.538,-0.274
516.5,506.154,-1.328
516.5,505.769,1.094
516.5,505.385,2.266
516.5,505,3.008
517,505,1.797
517,505.357,2.539
517,505.714,3.711
517,506.071,0.937
517,506.429,1.797
517,506.786,2.109
517,507.143,2.031
517,507.5,1.992
517,507.857,1.836
517,508.214,1.797
517,508.571,4.062
517,508.929,-2.617
517,509.286,-4.102
517,509.643,-3.75
517,510,-4.336
517,510.357,-0.938
517,510.714,0.469
517,511.071,0.859
517,511.429,1.172
517,511.786,1.25
517,512.143,1.601
517,512.5,1.133
517,512.857,1.641
517,513.214,1.445
517,513.571,1.484
517,513.929,1.484
517,514.286,1.484
517,514.643,1.328
517,515,0.469
517.5,515,1.641
517.5,514.615,1.953
517.5,514.231,1.719
517.5,513.846,1.484
517.5,513.462,1.328
517.5,513.077,1.406
517.5,512.692,1.094
517.5,512.308,1.484
517.5,511.923,1.758
517.5,511.538,1.836
517.5,511.154,1.719
517.5,510.769,1.641
517.5,510.385,1.641
517.5,510,1.406
517.5,509.615,1.367
517.5,509.231,2.109
517.5,508.846,2.773
517.5,508.462,3.633
517.5,508.077,3.398
517.5,507.692,3.672
517.5,507.308,2.656
517.5,506.923,2.07
517.5,506.538,1.68
517.5,506.154,1.562
517.5,505.769,4.453
517.5,505.385,-3.75
517.5,505,-1.68
518,505,0.351
518,505.345,1.836
518,505.69,2.734
518,506.034,2.344
518,506.379,2.305
518,506.724,1.836
518,507.069,1.875
518,507.414,1.719
518,507.759,1.211
518,508.103,1.523
518,508.448,1.406
518,508.793,1.719
518,509.138,2.344
518,509.483,2.656
518,509.828,3.164
518,510.172,2.969
518,510.517,3.008
518,510.862,2.383
518,511.207,1.523
518,511.552,1.484
518,511.897,2.226
518,512.241,2.851
518,512.586,2.031
518,512.931,2.344
518,513.276,1.992
518,513.621,1.484
518,513.966,1.484
518,514.31,1.367
518,514.655,1.601
518,515,1.406
518.5,515,2.187
518.5,514.643,1.797
518.5,514.286,1.406
518.5,513.929,1.445
518.5,513.571,1.328
518.5,513.214,0.976
518.5,512.857,1.172
518.5,512.5,1.601
518.5,512.143,-0.899
518.5,511.786,-5.117
518.5,511.429,-1.992
518.5,511.071,0.508
518.5,510.714,0.898
518.5,510.357,1.133
518.5,510,1.328
518.5,509.643,1.445
518.5,509.286,1.875
518.5,508.929,3.008
518.5,508.571,6.836
518.5,508.214,7.187
518.5,507.857,4.883
518.5,507.5,3.476
518.5,507.143,2.266
518.5,506.786,1.992
518.5,506.429,1.758
518.5,506.071,1.406
518.5,505.714,1.719
518.5,505.357,2.109
518.5,505,2.305
519,505,2.851
519,505.37,3.437
519,505.741,2.578
519,506.111,2.226
519,506.481,2.656
519,506.852,1.992
519,507.222,1.797
519,507.593,1.641
519,507.963,1.601
519,508.333,0.664
519,508.704,5.625
519,509.074,-1.211
519,509.444,-48.672
519,509.815,-10.859
519,510.185,-2.227
519,510.556,0
519,510.926,0.859
519,511.296,1.094
519,511.667,1.289
519,512.037,1.523
519,512.407,1.914
519,512.778,2.266
519,513.148,2.109
519,513.519,1.601
519,513.889,1.484
519,514.259,1.484
519,514.63,1.601
519,515,1.641
519.5,515,1.875
519.5,514.63,1.797
519.5,514.259,1.289
519.5,513.889,1.172
519.5,513.519,1.211
519.5,513.148,1.328
519.5,512.778,1.406
519.5,512.407,1.211
519.5,512.037,1.211
519.5,511.667,1.641
519.5,511.296,1.562
519.5,510.926,1.406
519.5,510.556,1.406
519.5,510.185,1.484
519.5,509.815,1.641
519.5,509.444,2.539
519.5,509.074,12.031
519.5,508.704,-25.195
519.5,508.333,-41.719
519.5,507.963,-10.43
519.5,507.593,-1.094
519.5,507.222,2.461
519.5,506.852,3.281
519.5,506.481,2.031
519.5,506.111,3.398
519.5,505.741,6.211
519.5,505.37,1.523
519.5,505,-10.977
520,505,4.648
520,505.37,-2.344
520,505.741,-0.039
520,506.111,4.101
520,506.481,-23.242
520,506.852,-78.008
520,507.222,-31.211
520,507.593,-10.469
520,507.963,-2.188
520,508.333,3.359
520,508.704,8.906
520,509.074,10.664
520,509.444,9.258
520,509.815,6.25
520,510.185,4.101
520,510.556,3.047
520,510.926,2.148
520,511.296,1.758
520,511.667,-0.664
520,512.037,0.625
520,512.407,1.016
520,512.778,1.406
520,513.148,1.289
520,513.519,1.406
520,513.889,1.484
520,514.259,1.328
520,514.63,1.523
520,515,1.68
520.5,515,0.547
520.5,514.63,-0.508
520.5,514.259,0.195
520.5,513.889,0.469
520.5,513.519,0.937
520.5,513.148,1.172
520.5,512.778,1.328
520.5,512.407,1.172
520.5,512.037,1.25
520.5,511.667,1.133
520.5,511.296,1.094
520.5,510.926,1.094
520.5,510.556,1.445
520.5,510.185,1.641
520.5,509.815,1.601
520.5,509.444,1.641
520.5,509.074,1.719
520.5,508.704,2.226
520.5,508.333,3.711
520.5,507.963,6.484
520.5,507.593,11.25
520.5,507.222,7.851
520.5,506.852,5.703
520.5,506.481,6.797
520.5,506.111,7.109
520.5,505.741,5.859
520.5,505.37,6.406
520.5,505,8.242
521,505,4.609
521,505.357,2.851
521,505.714,2.656
521,506.071,2.656
521,506.429,3.711
521,506.786,3.906
521,507.143,4.336
521,507.5,5.273
521,507.857,8.828
521,508.214,3.476
521,508.571,-1.133
521,508.929,5.547
521,509.286,4.375
521,509.643,3.555
521,510,2.93
521,510.357,2.344
521,510.714,2.07
521,511.071,2.148
521,511.429,0.469
521,511.786,1.172
521,512.143,1.758
521,512.5,1.836
521,512.857,1.758
521,513.214,1.406
521,513.571,1.641
521,513.929,1.719
521,514.286,-1.992
521,514.643,-2.539
521,515,-16.953
521.5,515,6.523
521.5,514.63,8.164
521.5,514.259,4.726
521.5,513.889,1.836
521.5,513.519,1.211
521.5,513.148,1.719
521.5,512.778,1.641
521.5,512.407,1.719
521.5,512.037,1.641
521.5,511.667,1.68
521.5,511.296,1.719
521.5,510.926,1.953
521.5,510.556,2.07
521.5,510.185,3.398
521.5,509.815,3.086
521.5,509.444,-6.484
521.5,509.074,-1.758
521.5,508.704,0.273
521.5,508.333,9.219
521.5,507.963,-18.086
521.5,507.593,-26.68
521.5,507.222,-5
521.5,506.852,-2.188
521.5,506.481,-0.313
521.5,506.111,0.742
521.5,505.741,2.344
521.5,505.37,-2.383
521.5,505,-0.156
522,505,15.234
522,505.37,8.242
522,505.741,9.258
522,506.111,8.359
522,506.481,5.937
522,506.852,3.476
522,507.222,2.422
522,507.593,2.109
522,507.963,2.617
522,508.333,5.508
522,508.704,8.75
522,509.074,6.758
522,509.444,4.844
522,509.815,3.516
522,510.185,2.695
522,510.556,2.812
522,510.926,0.781
522,511.296,-2.461
522,511.667,1.992
522,512.037,2.148
522,512.407,1.914
522,512.778,1.601
522,513.148,1.68
